method,region,roi,sensitivity,specificity,PPV,NPV,subject
SPM,ROI 1,10,100,46.73467241560626,34.552267734849465,100,C2
SPM,ROI 1,10,83.38783518639634,70.49973698053657,31.2576611914685,96.34795111430626,C20
SPM,ROI 1,10,95.26315789473684,65.24524734796765,39.62780514504652,98.29113924050633,C21
SPM,ROI 1,10,0,97.51900337837836,0,95.38413878562577,C22
SPM,ROI 1,10,44.90358126721763,93.83641160949868,35.824175824175825,95.69475836831344,C23
SPM,ROI 1,10,100,46.997170107955135,34.02478799739074,100,C24
SPM,ROI 1,10,59.863945578231295,73.96250263324204,17.599999999999998,95.20065075921907,C25
SPM,ROI 1,10,0,99.14421553090332,0,95.38524090262248,C3
SPM,ROI 1,10,21.722846441947567,92.3425798966354,13.77672209026128,95.44314837021696,C4
SPM,ROI 1,10,97.71673207277917,63.87836700336699,44.37783538561244,98.95680521597392,C5
SPM,ROI 1,10,99.86824769433466,48.53173350173666,38.27316334259025,99.9133261105092,C6
SPM,ROI 1,10,99.29340511440108,52.266750815188814,39.40445987448257,99.57915831663328,C7
SPM,ROI 1,10,0,96.16721069811518,0,95.58346415489272,C8
SPM,ROI 1,10,100,52.03867171080285,40.2226588081205,100,C9
SCC,ROI 1,40,100,46.72975814931651,35.89776034417309,100,C1
SCC,ROI 1,40,100,46.77402378696979,37.320277640059494,100,C10
SCC,ROI 1,40,100,46.59257706018033,36.51545363908275,100,C11
SCC,ROI 1,40,100,46.818373367045936,39.44337811900192,100,C12
SCC,ROI 1,40,100,47.046368833368625,42.03268049600186,100,C13
SCC,ROI 1,40,100,47.01153073098487,44.176975370556114,100,C14
SCC,ROI 1,40,100,46.86280712854582,36.45649432534678,100,C15
SCC,ROI 1,40,100,46.74450404964763,35.65891472868217,100,C16
SCC,ROI 1,40,100,46.670867464818315,35.98890709693684,100,C18
SCC,ROI 1,40,100,46.79372433400021,35.851212390504,100,C19
SCC,ROI 1,40,100,46.73467241560626,34.552267734849465,100,C2
SCC,ROI 1,40,100,46.754339821146765,38.19003419638495,100,C20
SCC,ROI 1,40,100,46.67576935195883,36.210579218494786,100,C21
SCC,ROI 1,40,100,46.91722972972973,42.668187001140254,100,C22
