method,region,roi,sensitivity,specificity,PPV,NPV,subject
SPM,ROI 3,10,98.21902459161409,60.8478179317244,84.17567977357727,94.156346749226,C11
SPM,ROI 3,10,0,96.93443443443444,0,80.08062848873269,C12
SPM,ROI 3,10,3.4216867469879517,95.43442519286708,16.435185185185187,79.01570680628272,C13
SPM,ROI 3,10,11.34417808219178,96.8406242005628,51.7578125,78.52105372329392,C14
SPM,ROI 3,10,98.40075815909496,61.97360150848523,84.59619105815256,94.8076923076923,C15
SPM,ROI 3,10,97.73477157360406,64.53473789816904,84.48796006801602,93.51262947483193,C16
SPM,ROI 3,10,84.73272818961169,81.65732087227414,82.03344318320518,84.40236991241628,C17
SPM,ROI 3,10,99.78467314487632,55.840138579559515,83.50891784493115,99.14323374340948,C18
SPM,ROI 3,10,97.4416626154594,62.91174251948705,84.46141690808533,92.23963133640552,C19
SPM,ROI 3,10,99.90503323836656,55.65053425518541,83.52325798617598,99.6174617461746,C2
SPM,ROI 3,10,91.489720256151,79.41027587952418,86.96836203444133,86.13589567604667,C20
SPM,ROI 3,10,96.0680838412368,68.92676299864148,83.70571854154524,91.34206219312604,C21
SPM,ROI 3,10,0,97.3631341034656,0,79.86404367082088,C22
SPM,ROI 3,10,47.157584683357875,94.72225721123569,79.25742574257426,80.73867296542838,C23
SPM,ROI 3,10,99.92565906101676,55.435053602592866,83.0158202289895,99.7085201793722,C24
SPM,ROI 3,10,87.75921981840601,80.44755594449306,83.34930267220271,85.49222797927462,C25
SPM,ROI 3,10,0,99.12878787878788,0,79.70558375634518,C3
SPM,ROI 3,10,32.398523985239855,92.01105388770256,57.99207397622192,79.99344763568854,C4
SPM,ROI 3,10,95.92901878914404,70.60370741482967,85.45127696503843,90.59787849566057,C5
SPM,ROI 3,10,99.50665715644318,56.014943960149445,82.5778128545356,98.18816852215674,C6
SPM,ROI 3,10,98.12335717342135,60.4357080255415,83.55194669997918,94.0202571094663,C7
SPM,ROI 3,10,3.9800995024875623,95.99447513812154,20.050125313283207,79.84334203655352,C8
SPM,ROI 3,10,98.5295890080752,59.252313078269566,83.38008057524607,95.10335139474212,C9
SCC,ROI 3,40,99.977079990832,55.30642750373692,82.9435253850542,99.9099909990999,C1
SCC,ROI 3,40,99.89431303472573,55.495608531994975,84.83928876731065,99.52745274527452,C10
SCC,ROI 3,40,99.91334930424588,55.35825934725522,84.59347488348006,99.6174617461746,C11
SCC,ROI 3,40,99.92793312193716,55.41791791791791,85.374763976685,99.66246624662466,C12
SCC,ROI 3,40,99.83255991962876,55.76071835082838,85.64393006648608,99.21242124212422,C13
SCC,ROI 3,40,99.75837360439928,56.10130468150422,87.46438746438746,98.6948694869487,C14
SCC,ROI 3,40,99.8451213216314,55.48711502199875,84.52427778506184,99.32493249324934,C15
SCC,ROI 3,40,99.90067436875948,55.4928517682468,84.33734939759037,99.57245724572458,C16
SCC,ROI 3,40,99.92192661101436,55.21495327102804,82.23606168446025,99.70747074707472,C17
SCC,ROI 3,40,99.9288061336254,54.82553823311061,83.32724449721437,99.70747074707472,C18
SCC,ROI 3,40,99.86153009247812,55.51923560472718,85.09123087944039,99.36993699369935,C19
SCC,ROI 3,40,99.90503323836656,55.65053425518541,83.52325798617598,99.6174617461746,C2
SCC,ROI 3,40,99.82513236508476,55.78334598835738,85.46891245581202,99.1899189918992,C20
SCC,ROI 3,40,99.94804295116036,54.77337285414351,82.54112038140644,99.7974797479748,C21
SCC,ROI 3,40,99.87705477892628,55.46207935710699,86.07982418272438,99.3924392439244,C22
SCC,ROI 3,40,99.8796017596666,55.64932611160096,85.96652052610601,99.41494149414942,C23
SCC,ROI 3,40,99.94855967078188,55.28546497132885,82.97902628831736,99.7974797479748,C24
SCC,ROI 3,40,99.88196158386091,55.28191023877985,83.88230523137926,99.5049504950495,C25
SCC,ROI 3,40,99.7839446898406,55.54292929292929,85.51267281105991,98.98739873987398,C3
SCC,ROI 3,40,99.9100293588408,55.58346941339027,85.64643799472296,99.57245724572458,C4
SCC,ROI 3,40,99.8995429202873,55.41082164328658,84.81811591112628,99.54995499549956,C5
SCC,ROI 3,40,99.936394125130107,55.2054794520548,82.77298850574712,99.75247524752476,C6
SCC,ROI 3,40,99.81973384232012,55.21472392638037,84.03410105338332,99.23492349234924,C7
SCC,ROI 3,40,99.90136607979484,55.54997488699146,85.12417531621634,99.54995499549956,C8
SCC,ROI 3,40,99.92588278892477,55.38884721180295,84.10194715501493,99.68496849684968,C9
SPM,ROI 3,40,99.40062904278678,61.87095166915795,84.54898793599516,98.00710339384374,C1
SPM,ROI 3,40,98.24421842150122,72.09535759096613,88.60305421748488,94.89677952105696,C10
SPM,ROI 3,40,99.00904782421372,66.19982493435039,87.18167591407028,96.64110989412194,C11
SPM,ROI 3,40,31.72541743970315,97.32232232232232,79.98129092609916,80.86920357662716,C12
SPM,ROI 3,40,72.73776166144718,96.09207031744025,93.4561626429479,82.12278426286208,C13
SPM,ROI 3,40,70.76998528690535,96.67434126375032,94.3342776203966,80.86882088594051,C14
SPM,ROI 3,40,99.49294881952146,62.50157133878064,86.32905591200733,98.10576164167324,C15
SPM,ROI 3,40,99.08017953122402,66.15249561073489,86.88532555879495,96.94909024076456,C16
SPM,ROI 3,40,96.211285220334,78.49221183800623,88.340988921913,92.4420311124156,C17
SPM,ROI 3,40,99.9288061336254,55.56792873051225,83.55618646396191,99.7113676731794,C18
SPM,ROI 3,40,99.17689082155614,62.84888106613025,86.6368199701533,96.9174098487786,C19
SPM,ROI 3,40,99.90503323836656,55.65053425518541,83.52325798617598,99.6174617461746,C2
SPM,ROI 3,40,96.61342620391495,83.56112376613515,92.5297601932256,92.1305985768104,C20
SPM,ROI 3,40,99.09222075267525,69.85303198715573,87.1010357218347,97.399690029275,C21
SPM,ROI 3,40,33.46331088266572,97.76494224008036,84.13547237076648,80.57539066542482,C22
SPM,ROI 3,40,87.08782742681048,95.49061594659275,95.94839293798098,85.77732518669382,C23
SPM,ROI 3,40,99.94855967078188,55.38519072550486,83.0105383081743,99.7978436657682,C24
SPM,ROI 3,40,95.88116607528003,85.43567945993249,92.20527231366252,92.02800969566388,C25
SPM,ROI 3,40,53.306205493387594,99.24242424242424,97.21706864564008,81.06435643564357,C3
SPM,ROI 3,40,86.60761925088038,93.74450445923878,94.21871372184816,85.60449644413856,C4
SPM,ROI 3,40,98.99524061343205,73.24649298597194,89.75834292289989,96.8532626697582,C5
SPM,ROI 3,40,99.90155770455728,55.97758405977584,82.99417905421657,99.62322695035462,C6
SPM,ROI 3,40,99.07754234919214,64.943032427695,86.35610564272488,96.9170403587444,C7
SPM,ROI 3,40,48.60270815326995,96.73530889000504,86.64612223934259,81.1973018549747,C8
SPM,ROI 3,40,99.41990915558476,61.50287571892973,85.50786030311588,97.8905472636816,C9
SCC,ROI 3,80,99.977079990832,55.30642750373692,82.9435253850542,99.9099909990999,C1
SCC,ROI 3,80,99.89431303472573,55.495608531994975,84.83928876731065,99.52745274527452,C10
SCC,ROI 3,80,99.91334930424588,55.35825934725522,84.59347488348006,99.6174617461746,C11
SCC,ROI 3,80,99.92793312193716,55.41791791791791,85.374763976685,99.66246624662466,C12
SCC,ROI 3,80,99.83255991962876,55.76071835082838,85.64393006648608,99.21242124212422,C13
SCC,ROI 3,80,99.75837360439928,56.10130468150422,87.46438746438746,98.6948694869487,C14
SCC,ROI 3,80,99.8451213216314,55.48711502199875,84.52427778506184,99.32493249324934,C15
SCC,ROI 3,80,99.90067436875948,55.4928517682468,84.33734939759037,99.57245724572458,C16
SCC,ROI 3,80,99.92192661101436,55.21495327102804,82.23606168446025,99.70747074707472,C17
SCC,ROI 3,80,99.9288061336254,54.82553823311061,83.32724449721437,99.70747074707472,C18
SCC,ROI 3,80,99.86153009247812,55.51923560472718,85.09123087944039,99.36993699369935,C19
SCC,ROI 3,80,99.90503323836656,55.65053425518541,83.52325798617598,99.6174617461746,C2
SCC,ROI 3,80,99.82513236508476,55.78334598835738,85.46891245581202,99.1899189918992,C20
SCC,ROI 3,80,99.94804295116036,54.77337285414351,82.54112038140644,99.7974797479748,C21
SCC,ROI 3,80,99.87705477892628,55.46207935710699,86.07982418272438,99.3924392439244,C22
SCC,ROI 3,80,99.8796017596666,55.64932611160096,85.96652052610601,99.41494149414942,C23
SCC,ROI 3,80,99.94855967078188,55.28546497132885,82.97902628831736,99.7974797479748,C24
SCC,ROI 3,80,99.88196158386091,55.28191023877985,83.88230523137926,99.5049504950495,C25
SCC,ROI 3,80,99.7839446898406,55.54292929292929,85.51267281105991,98.98739873987398,C3
SCC,ROI 3,80,99.9100293588408,55.58346941339027,85.64643799472296,99.57245724572458,C4
SCC,ROI 3,80,99.8995429202873,55.41082164328658,84.81811591112628,99.54995499549956,C5
SCC,ROI 3,80,99.936394125130107,55.2054794520548,82.77298850574712,99.75247524752476,C6
SCC,ROI 3,80,99.81973384232012,55.21472392638037,84.03410105338332,99.23492349234924,C7
SCC,ROI 3,80,99.90136607979484,55.54997488699146,85.12417531621634,99.54995499549956,C8
SCC,ROI 3,80,99.92588278892477,55.38884721180295,84.10194715501493,99.68496849684968,C9
SPM,ROI 3,80,99.80998445327344,64.81066268061784,85.98640805595515,99.36974789915966,C1
SPM,ROI 3,80,99.48924315121498,71.58092848180677,89.48907141862732,98.29427980702964,C10
SPM,ROI 3,80,99.4873919121835,69.76366137301488,88.82211538461539,98.25642831983092,C11
SPM,ROI 3,80,92.35693057989788,98.06056056056056,98.73727087576376,88.65384615384615,C12
SPM,ROI 3,80,94.54499107825644,96.67383331225496,98.2581627922379,89.92941176470588,C13
SPM,ROI 3,80,95.5722506393862,96.67434126375032,98.57119305380007,90.09417093813326,C14
SPM,ROI 3,80,99.76691184087848,62.37586423632935,86.5507324525928,99.10125823846614,C15
SPM,ROI 3,80,99.87446385605188,64.10835214446952,86.96483876844599,99.53271028037383,C16
SPM,ROI 3,80,98.04662065373095,81.64485981308411,91.0894682717319,95.6217162872154,C17
SPM,ROI 3,80,99.9288061336254,55.295718881464985,83.47209515096066,99.7099509147702,C18
SPM,ROI 3,80,99.7117725985191,62.63515212471712,87.09901462864089,98.84920634920636,C19
SPM,ROI 3,80,99.90503323836656,55.65053425518541,83.52325798617598,99.6174617461746,C2
SPM,ROI 3,80,98.59483563206472,82.76385725132877,93.31599352210829,96.0211422698576,C20
SPM,ROI 3,80,99.71456864915244,67.02482400889218,86.50697392359005,99.10518626734844,C21
SPM,ROI 3,80,91.76597216883216,98.2546459065796,98.8488612836439,87.96088129496404,C22
SPM,ROI 3,80,96.11343934783856,96.90137296888776,98.55191900164824,91.9115890083632,C23
SPM,ROI 3,80,99.94855967078188,55.397656444776864,83.01447899359127,99.79788906355266,C24
SPM,ROI 3,80,98.1102177357826,85.11063882985374,93.3493410766138,95.48387096774194,C25
SPM,ROI 3,80,70.93163423454452,99.46969696969695,98.99062725306416,82.35417102237089,C3
SPM,ROI 3,80,95.99555711446276,96.4200477326969,98.29402609840776,91.80720009568232,C4
SPM,ROI 3,80,99.62942281334075,72.75801603206413,90.02339342232007,98.75892553553211,C5
SPM,ROI 3,80,99.936394125130107,55.89041095890411,82.99159663865547,99.75550122249388,C6
SPM,ROI 3,80,99.60813784958935,65.96970076374107,87.22384130863965,98.63347061025831,C7
SPM,ROI 3,80,93.42124435378112,97.2501255650427,98.32080969176506,89.55827937095282,C8
SPM,ROI 3,80,99.8780940266073,62.49062265566392,86.26625160227064,99.54192391953796,C9
SCC,ROI 4,10,99.99595992243052,62.65688901424341,90.33541370122995,99.97749774977498,C1
SCC,ROI 4,10,99.96036036036035,62.84377658066346,91.366930171278,99.75247524752476,C10
SCC,ROI 4,10,99.99651640771964,63.33570919458303,91.77670492694313,99.97749774977498,C11
SCC,ROI 4,10,99.996537516014,63.35377156708969,91.8282988871224,99.97749774977498,C12
SCC,ROI 4,10,99.97475145968124,64.61762563729062,92.8780859672785,99.81998199819982,C13
SCC,ROI 4,10,99.96112838738338,66.02086438152011,94.04419831774725,99.68496849684968,C14
SCC,ROI 4,10,99.96922971725527,64.51847541460576,92.30089333627956,99.7974797479748,C15
SCC,ROI 4,10,99.97378277153558,63.58555460017197,91.30806595060544,99.84248424842484,C16
SCC,ROI 4,10,99.97724341955548,64.9020181339573,91.65507649513212,99.86498649864988,C17
SCC,ROI 4,10,99.97722095671982,62.21786064769381,90.71618037135278,99.86498649864988,C18
SCC,ROI 4,10,99.98302552960348,64.53911020645536,92.35183443085609,99.88748874887489,C19
SCC,ROI 4,10,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SCC,ROI 4,10,99.95474483046716,63.46319106273274,91.84045547594678,99.70747074707472,C20
SCC,ROI 4,10,99.98741346758968,61.5693886039096,89.58051420838972,99.93249324932492,C21
SCC,ROI 4,10,99.98688782534585,63.320022818026246,92.22349882082602,99.9099909990999,C22
SCC,ROI 4,10,99.9693016116654,64.15858775864564,92.93133953541464,99.77497749774976,C23
SCC,ROI 4,10,99.98805589839552,62.734849555021896,90.4943787835111,99.93249324932492,C24
SCC,ROI 4,10,99.97054491899851,63.41672623302359,91.38702837332974,99.81998199819982,C25
SCC,ROI 4,10,99.9711990783705,64.06182290914344,92.62333965844402,99.7974797479748,C3
SCC,ROI 4,10,99.98687707096224,63.921681543334294,92.40214656034928,99.9099909990999,C4
SCC,ROI 4,10,99.97987320116736,63.72774267662263,92.18706504593116,99.86498649864988,C5
SCC,ROI 4,10,99.9766446087972,62.58637709772952,90.63768218230582,99.86498649864988,C6
SCC,ROI 4,10,99.96833104613113,63.82213268096129,91.87039192859916,99.7974797479748,C7
SCC,ROI 4,10,99.98993997518528,62.87696446269291,91.91738594327992,99.93249324932492,C8
SCC,ROI 4,10,99.984853074825807,63.13993174061433,91.0608359773762,99.9099909990999,C9
SPM,ROI 4,10,98.7923766028456,67.59272317021576,90.7320024198427,94.57379636937648,C1
SPM,ROI 4,10,95.21325093708845,77.85653529912106,92.32771747138857,85.31924809693957,C10
SPM,ROI 4,10,98.5937924872781,70.53456878118318,92.46939667735354,93.18267419962336,C11
SPM,ROI 4,10,10.88646967340591,96.80593184086696,60.97560975609756,70.32318210068365,C12
SPM,ROI 4,10,13.735632183908043,95.28040786598687,59.60099750623441,68.54238709001362,C13
SPM,ROI 4,10,4.612159329140461,96.61698956780924,40.41994750656168,67.05626810095158,C14
SPM,ROI 4,10,97.84066743006709,70.93395402967705,92.29226139958335,90.22945965951146,C15
SPM,ROI 4,10,96.58582976699952,70.2780166236744,90.7352809791834,87.2287442191391,C16
SPM,ROI 4,10,73.3013589128697,88.73939748464463,89.28919182083739,72.18653342850345,C17
SPM,ROI 4,10,99.86193142594156,63.8441048647133,90.98787434042704,99.2156862745098,C18
SPM,ROI 4,10,97.06576170177544,71.18348357080546,92.20789432300676,87.35057983942907,C19
SPM,ROI 4,10,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SPM,ROI 4,10,89.36048361438117,83.44313950157549,92.3942364629252,77.70072019205121,C20
SPM,ROI 4,10,95.41641202289016,75.54415638430612,90.68539444503116,86.85049410264584,C21
SPM,ROI 4,10,5.657292347939831,97.07644038790644,45.767195767195766,70.23318200577796,C22
SPM,ROI 4,10,57.936140675613146,95.48545796556216,92.33038348082596,70.75916791764958,C23
SPM,ROI 4,10,99.98407199458448,63.11625935866648,90.58080808080808,99.91055456171736,C24
SPM,ROI 4,10,83.63188725698276,82.987848463188,89.22199076170637,75.06789085736455,C25
SPM,ROI 4,10,0,98.87332081467572,0,69.55593943704909,C3
SPM,ROI 4,10,53.01587301587302,94.68758997984452,89.06666666666668,71.17195108754464,C4
SPM,ROI 4,10,93.39443570692552,78.97759908098794,92.16483810543215,81.86960404882406,C5
SPM,ROI 4,10,99.53346203346204,64.26456071076012,90.71182464628691,97.51765461159854,C6
SPM,ROI 4,10,98.44377905602396,71.63620664843863,92.68862675272646,92.64842732179416,C7
SPM,ROI 4,10,21.53673583847448,96.12062862806174,73.70441458733205,70.81464483154272,C8
SPM,ROI 4,10,98.83878937615812,68.77133105802048,91.61800068704912,94.49003516998827,C9
SCC,ROI 4,40,99.99595992243052,62.65688901424341,90.33541370122995,99.97749774977498,C1
SCC,ROI 4,40,99.96036036036035,62.84377658066346,91.366930171278,99.75247524752476,C10
SCC,ROI 4,40,99.99651640771964,63.33570919458303,91.77670492694313,99.97749774977498,C11
SCC,ROI 4,40,99.996537516014,63.35377156708969,91.8282988871224,99.97749774977498,C12
SCC,ROI 4,40,99.97475145968124,64.61762563729062,92.8780859672785,99.81998199819982,C13
SCC,ROI 4,40,99.96112838738338,66.02086438152011,94.04419831774725,99.68496849684968,C14
SCC,ROI 4,40,99.96922971725527,64.51847541460576,92.30089333627956,99.7974797479748,C15
SCC,ROI 4,40,99.97378277153558,63.58555460017197,91.30806595060544,99.84248424842484,C16
SCC,ROI 4,40,99.97724341955548,64.9020181339573,91.65507649513212,99.86498649864988,C17
SCC,ROI 4,40,99.97722095671982,62.21786064769381,90.71618037135278,99.86498649864988,C18
SCC,ROI 4,40,99.98302552960348,64.53911020645536,92.35183443085609,99.88748874887489,C19
SCC,ROI 4,40,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SCC,ROI 4,40,99.95474483046716,63.46319106273274,91.84045547594678,99.70747074707472,C20
SCC,ROI 4,40,99.98741346758968,61.5693886039096,89.58051420838972,99.93249324932492,C21
SCC,ROI 4,40,99.98688782534585,63.320022818026246,92.22349882082602,99.9099909990999,C22
SCC,ROI 4,40,99.9693016116654,64.15858775864564,92.93133953541464,99.77497749774976,C23
SCC,ROI 4,40,99.98805589839552,62.734849555021896,90.4943787835111,99.93249324932492,C24
SCC,ROI 4,40,99.97054491899851,63.41672623302359,91.38702837332974,99.81998199819982,C25
SCC,ROI 4,40,99.9711990783705,64.06182290914344,92.62333965844402,99.7974797479748,C3
SCC,ROI 4,40,99.98687707096224,63.921681543334294,92.40214656034928,99.9099909990999,C4
SCC,ROI 4,40,99.97987320116736,63.72774267662263,92.18706504593116,99.86498649864988,C5
SCC,ROI 4,40,99.9766446087972,62.58637709772952,90.63768218230582,99.86498649864988,C6
SCC,ROI 4,40,99.96833104613113,63.82213268096129,91.87039192859916,99.7974797479748,C7
SCC,ROI 4,40,99.98993997518528,62.87696446269291,91.91738594327992,99.93249324932492,C8
SCC,ROI 4,40,99.984853074825807,63.13993174061433,91.0608359773762,99.9099909990999,C9
SPM,ROI 4,40,98.04613297150613,72.26061204343534,91.68111651511948,92.22462203023758,C1
SPM,ROI 4,40,95.186746397412,81.89679614403175,93.83002367492873,85.47122355378013,C10
SPM,ROI 4,40,97.55661005661004,76.87811831789023,93.52727562951436,90.18394648829432,C11
SPM,ROI 4,40,37.511230907457325,97.01982033366605,88.87706226716338,70.97851032756103,C12
SPM,ROI 4,40,39.190031152647975,95.65914056809903,86.36155606407323,69.16271721958925,C13
SPM,ROI 4,40,37.69045709703288,96.61698956780924,89.22638822971048,67.59461995620894,C14
SPM,ROI 4,40,98.07200472162108,72.47599650858307,92.94477383749114,91.0453216374269,C15
SPM,ROI 4,40,96.69076751946606,71.78274577242763,91.37576102667428,87.52402586056263,C16
SPM,ROI 4,40,83.22622630765476,89.48522959929804,93.4337899543379,74.79525730350814,C17
SPM,ROI 4,40,99.88529040645432,63.85812421141175,91.01773457370822,99.34569247546348,C18
SPM,ROI 4,40,97.47092560140194,71.22710090142483,92.51852411915922,88.52547885796892,C19
SPM,ROI 4,40,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SPM,ROI 4,40,88.25798983988167,89.65912346032655,95.0024226483007,77.41775908978481,C20
SPM,ROI 4,40,96.27767121157136,76.05711909053099,91.49177258843235,88.42682140554481,C21
SPM,ROI 4,40,15.832842848734549,97.49001711351968,75.35014005602241,70.503300330033,C22
SPM,ROI 4,40,66.92834890965732,96.03530603385909,95.14614703277236,71.43472177375956,C23
SPM,ROI 4,40,99.98805589839552,63.144511936714224,90.58904159001553,99.9329309188464,C24
SPM,ROI 4,40,83.30756083665662,88.42030021443888,92.66702878870178,75.09713453132588,C25
SPM,ROI 4,40,1.9047619047619049,98.67109634551495,38.666666666666664,69.5762884497861,C3
SPM,ROI 4,40,65.60881689018723,95.42182551108552,93.9532230462065,71.90279887177262,C4
SPM,ROI 4,40,93.60932885222527,82.84032165422171,93.8962100316682,82.13268792710706,C5
SPM,ROI 4,40,99.5572573890152,65.37864899167958,91.04504833120556,97.6616810617232,C6
SPM,ROI 4,40,97.0413950732244,77.8097567995395,93.698148677919,88.5522436947265,C7
SPM,ROI 4,40,38.835814263497,96.55953560809854,87.79507785032646,71.24203488979421,C8
SPM,ROI 4,40,97.70885355061988,71.4448236632537,91.74070417900624,90.57148007932216,C9
SCC,ROI 4,80,99.99595992243052,62.65688901424341,90.33541370122995,99.97749774977498,C1
SCC,ROI 4,80,99.96036036036035,62.84377658066346,91.366930171278,99.75247524752476,C10
SCC,ROI 4,80,99.99651640771964,63.33570919458303,91.77670492694313,99.97749774977498,C11
SCC,ROI 4,80,99.996537516014,63.35377156708969,91.8282988871224,99.97749774977498,C12
SCC,ROI 4,80,99.97475145968124,64.61762563729062,92.8780859672785,99.81998199819982,C13
SCC,ROI 4,80,99.96112838738338,66.02086438152011,94.04419831774725,99.68496849684968,C14
SCC,ROI 4,80,99.96922971725527,64.51847541460576,92.30089333627956,99.7974797479748,C15
SCC,ROI 4,80,99.97378277153558,63.58555460017197,91.30806595060544,99.84248424842484,C16
SCC,ROI 4,80,99.97724341955548,64.9020181339573,91.65507649513212,99.86498649864988,C17
SCC,ROI 4,80,99.97722095671982,62.21786064769381,90.71618037135278,99.86498649864988,C18
SCC,ROI 4,80,99.98302552960348,64.53911020645536,92.35183443085609,99.88748874887489,C19
SCC,ROI 4,80,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SCC,ROI 4,80,99.95474483046716,63.46319106273274,91.84045547594678,99.70747074707472,C20
SCC,ROI 4,80,99.98741346758968,61.5693886039096,89.58051420838972,99.93249324932492,C21
SCC,ROI 4,80,99.98688782534585,63.320022818026246,92.22349882082602,99.9099909990999,C22
SCC,ROI 4,80,99.9693016116654,64.15858775864564,92.93133953541464,99.77497749774976,C23
SCC,ROI 4,80,99.98805589839552,62.734849555021896,90.4943787835111,99.93249324932492,C24
SCC,ROI 4,80,99.97054491899851,63.41672623302359,91.38702837332974,99.81998199819982,C25
SCC,ROI 4,80,99.9711990783705,64.06182290914344,92.62333965844402,99.7974797479748,C3
SCC,ROI 4,80,99.98687707096224,63.921681543334294,92.40214656034928,99.9099909990999,C4
SCC,ROI 4,80,99.97987320116736,63.72774267662263,92.18706504593116,99.86498649864988,C5
SCC,ROI 4,80,99.9766446087972,62.58637709772952,90.63768218230582,99.86498649864988,C6
SCC,ROI 4,80,99.96833104613113,63.82213268096129,91.87039192859916,99.7974797479748,C7
SCC,ROI 4,80,99.98993997518528,62.87696446269291,91.91738594327992,99.93249324932492,C8
SCC,ROI 4,80,99.984853074825807,63.13993174061433,91.0608359773762,99.9099909990999,C9
SPM,ROI 4,80,96.7838806548484,77.1964461994077,92.51354229362472,89.1821440208537,C1
SPM,ROI 4,80,95.60336763330216,82.49220300538701,94.30219146482123,86.09261725107264,C10
SPM,ROI 4,80,95.54039630609309,82.9935851746258,94.52274918506956,85.83222762789326,C11
SPM,ROI 4,80,60.90270512628905,97.67574504491658,96.15384615384616,72.3642510035918,C12
SPM,ROI 4,80,64.21875,96.7807720320466,95.71123617310305,70.74105621805792,C13
SPM,ROI 4,80,72.74858370775542,96.4977645305514,96.94129897175584,69.88667026443605,C14
SPM,ROI 4,80,98.6431275535065,71.67588012801862,93.11137843192752,93.1556059746644,C15
SPM,ROI 4,80,97.77079657442872,70.6506162224133,91.73093228893283,90.49192364170338,C16
SPM,ROI 4,80,87.15149829660015,89.42673296285464,94.54668879167296,76.79266608062288,C17
SPM,ROI 4,80,99.85033387059636,64.04037571849152,91.0264483627204,99.15346212285652,C18
SPM,ROI 4,80,97.60295504558314,71.24164001163129,92.62380668257757,88.92921960072596,C19
SPM,ROI 4,80,99.9850723988655,63.61031518624641,91.34051547797628,99.9099909990999,C2
SPM,ROI 4,80,88.56012061816811,91.86479518762532,96.12683259461302,77.88706739526413,C20
SPM,ROI 4,80,96.71875,76.4453070844309,91.86614324013787,89.44038929440389,C21
SPM,ROI 4,80,60.771846813544286,97.66115231032516,96.16284510996724,72.07662351331439,C22
SPM,ROI 4,80,72.07603909354528,97.0192446823904,97.02183027323984,72.05803331542182,C23
SPM,ROI 4,80,99.98805589839552,63.11625935866648,90.58250676284942,99.9329009170208,C24
SPM,ROI 4,80,85.62340036563072,90.70764832022874,94.74067481187798,76.34460353748045,C25
SPM,ROI 4,80,32.20694476811932,98.72887476527517,94.01360544217688,70.14573070607554,C3
SPM,ROI 4,80,73.93644550253597,96.28563201842788,96.51398459667612,72.64827286552249,C4
SPM,ROI 4,80,94.36511739338764,84.47731188971855,94.79663056558364,83.34041648958777,C5
SPM,ROI 4,80,99.5135372223773,65.88633479057961,91.16379310344828,97.45515227367542,C6
SPM,ROI 4,80,96.24431619447358,81.42178730752626,94.460178510127,86.81908853767071,C7
SPM,ROI 4,80,61.094542201014015,97.28160838170749,95.5234320354395,72.4789029535865,C8
SPM,ROI 4,80,96.59971239040684,74.64448236632538,92.11306232582828,87.7465730524908,C9
